"dataset","tissue","marker","manual_annotation","manual_CLname","manual_CLID","manual_broadtype","gpt4aug3_annotation","gpt4aug3_CLname","gpt4aug3_CLID","gpt4aug3_broadtype","gpt4aug3_agreement"
"tabulasapiens_top30","Lung","ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU,PTPRB,CLDN5,PLAT,NPDC1,CALCRL,MGP,SLCO2A1,SRPX,CLEC14A,RAMP2,NNMT,SOX18,CRIP2,CD93,HSPG2,ADAMTS1,A2M,EGFL7,FAM107A,NUAK1","vein endothelial cell","vein endothelial cell","CL:0002543","endothelial cell","Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",0.5
"tabulasapiens_top30","Lung","DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS,COL1A2,COL6A2,PRELP,SCN7A,COL6A1,FBLN5,APOD,MMP2,PLEKHH2,CRISPLD2,FMO2,TCF21,COL3A1,NBL1,GPC3,ABI3BP,PDLIM3,COL6A3,ELN,AEBP1","alveolar fibroblast",NA,NA,"fibroblast","Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5
"tabulasapiens_top30","Lung","CCL21,MMRN1,PROX1,SEMA3D,FOXC2,SCN3B,GPR182,RELN,HOXD9,STAB2,MGAT4C,AC007998.3,HOXD8,FLT4,PKHD1L1,SCN3A,KLHL14,NFIA-AS2,NMNAT2,CASP12,LINC01116,DTX1,SV2B,DPEP1,KLHL4,FZD10-AS1,SMOC1,TBX1,SNCAIP,NR2F1","endothelial cell of lymphatic vessel","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell","Lymphatic Endothelial Cells","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",1
"tabulasapiens_top30","Lung","MYH11,PPP1R14A,ACTG2,CRYAB,DES,LMOD1,CNN1,PLAC9,CARMN,PLN,TNNT2,MFAP4,PDGFRB,RERGL,SYNPO2,RASL12,FRZB,SGCA,CASQ2,ATP1A2,NKD1,MRGPRF,TBX2-AS1,FHL5,FOXC2,MYOCD,ADRA2C,LDB3,ITIH3,SPEG","bronchial smooth muscle cell","bronchial smooth muscle cell","CL:0002598","muscle cell","Smooth Muscle Cells","smooth muscle cell","CL:0000192","muscle cell",0.5
"tabulasapiens_top30","Lung","AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1,SHD,AC007381.1,EPHB1,AC119428.2,AC097375.1,PACSIN1,NLRP7,LINC01225,CUX2,KCNK10,NR5A1,CXCR3,FUT7,IGHM,LCNL1,SLC12A3,SMPD3,GZMB,FAM30A,BX571818.1","plasmacytoid dendritic cell","plasmacytoid dendritic cell","CL:0000784","dendritic cell","Plasma Cells","plasma cell","CL:0000786","b cell",0.5
"tabulasapiens_top30","Lung","SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB,SLPI,ADIRF,SCGB3A1,RNASE1,CAV1,KLK11,CTSE,AGR3,LMO7,BCAM,TACSTD2,STEAP4,MET,NKX2-1,SFTA1P,CXCL17,AQP4,EMP2,CLDN4,KRT7","club cell","club cell","CL:0000158","epithelial cell","Alveolar Epithelial Cells",NA,NA,"epithelial cell",0.5
"tabulasapiens_top30","Lung","ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU,RAMP3,GNG11,ADGRL4,SPRY1,HSPG2,SOX18,SNCG,OLFM1,NRN1,MGP,IGFBP4,PALMD,TSPAN7,CLEC14A,CCL14,GIMAP7,ADAMTS1,NUAK1,PLAT,LDB2","lung microvascular endothelial cell","lung microvascular endothelial cell","CL:2000016","endothelial cell","Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",0.5
"tabulasapiens_top30","Lung","PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4,HIGD1B,CARMN,ACTG2,COL1A2,CAMK2N1,EGFL6,CNN1,PTH1R,ANGPT1,FRZB,FHL5,F10,RASL12,CDH6,MRGPRF,FOXS1,SGCA,AC018647.1,GRP,TBX2-AS1","vascular associated smooth muscle cell","vascular associated smooth muscle cell","CL:0000359","muscle cell","Smooth Muscle Cells","smooth muscle cell","CL:0000192","muscle cell",0.5
"tabulasapiens_top30","Lung","AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7,AC022148.1,LRP1B,NKAIN4,NAP1L3,ATP1B2,WNT6,PRG4,THBS2,SYNPO2,ZFHX4,LDB3,NGF,LINC02580,LINC02664,AL135910.1,PODN,AC092910.1,LRRC4C,SVEP1,FLRT2","myofibroblast cell","myofibroblast cell","CL:0000186","myofibroblast cell","Chondrocytes","chondrocyte","CL:0000138","stromal cell",0
"tabulasapiens_top30","Lung","COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2,COL4A1,GJA4,COL4A2,DCN,TBX2,PTN,HSPA2,NR2F1,KLHL23,NOTCH3,FAM162B,LAMC3,NID1,CAMK2N1,CARMN,NEXN,AOC3,TBX3,CRISPLD2,AP002956.1","pericyte cell","pericyte","CL:0000669","pericyte","Smooth Muscle Cells","smooth muscle cell","CL:0000192","muscle cell",0
"tabulasapiens_top30","Lung","ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1,FGF1,CRB2,SPRR2F,CPA4,KLK7,WT1,C1QL1,TMEM151A,CARNS1,GALNT9,DAB1,IL20,KLK5,CALB2,MEDAG,PLA2G2A,HSPB7,RFLNA,CD200,NTNG1","mesothelial cell","mesothelial cell","CL:0000077","epithelial cell","Epithelial Cells","epithelial cell","CL:0000066","epithelial cell",0.5
"tabulasapiens_top30","Lung","AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID,SMCO3,ADH1B,MAMDC2,HAS2,LUM,SVEP1,EMILIN1,C1QTNF7,ITGA8,MUSK,TBX5,COL5A2,LAMA2,BCHE,DCN,COL3A1,CAMK2N1,PDGFRA,HSPB6,MAP3K20-AS1","fibroblast","fibroblast","CL:0000057","fibroblast","Chondrocytes","chondrocyte","CL:0000138","stromal cell",0.5
"tabulasapiens_top30","Lung","FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1,F13A1,S100A8,LST1,COTL1,S100A12,POU2F2,APOBEC3A,TNFRSF1B,MS4A6A,CD48,ADGRE2,SH3BGRL3,S100A9,VSIR,CD163,LILRA5,TMSB10,MNDA,RIPOR2,CTSS","intermediate monocyte","intermediate monocyte","CL:0002393","macrophage/monocyte","Monocytes/Macrophages","monocyte,macrophage","CL:0000576,CL:0000235","macrophage/monocyte",0.5
"tabulasapiens_top30","Lung","ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI,GABRB2,FAM131C,BSND,FOXI1,DDX4,RET,CLCNKA,SRARP,CYP26A1,CLDN25,KCNH1,PHGR1,FOXI2,OLFM3,SMIM24,LINC00706,GNGT1,CYP26C1,AL122008.3,CDH22","pulmonary ionocyte","pulmonary ionocyte","CL:0017000","epithelial cell","Salivary Gland Epithelial Cells",NA,NA,"epithelial cell",0.5
"tabulasapiens_top10","Lymph Node","MS4A1,HLA-DRA,CD79A,BANK1,HLA-DPB1,IRF8,HLA-DRB1,CD74,CD83,HLA-DPA1","b cell","B cell","CL:0000236","b cell","B cells, Myeloid cells, Dendritic cells","B cell,myeloid cell,dendritic cell","CL:0000236,CL:0000763,CL:0000451","b cell,myeloid cell,dendritic cell",0.5
"tabulasapiens_top10","Lymph Node","CCL4,CCL5,CD8A,GZMK,GZMA,CST7,NKG7,KLRD1,CD8B,CTSW","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell","CL:0000625","t/nk cell","Cytotoxic T cells, Natural Killer cells","cytotoxic T cell,natural killer cell","CL:0000910,CL:0000623","t/nk cell",0.5
"tabulasapiens_top10","Lymph Node","IL7R,CD3E,LEF1,RGCC,ITK,FYB1,IL6ST,RPS4Y1,CD3D,BCL11B","t cell","T cell","CL:0000084","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",1
"tabulasapiens_top10","Lymph Node","KLRB1,IL7R,CD3E,TNFAIP3,ID2,CD2,RORA,NFKBIA,FYN,IL32","type i nk t cell","type I NK T cell","CL:0000921","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top10","Lymph Node","MAL,IL7R,CD4,CD3E,LEF1,FYB1,BCL11B,ITK,CD3D,IL6ST","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell","CL:0000624","t/nk cell","T helper cells","helper T cell","CL:0000912","t/nk cell",0.5
"tabulasapiens_top10","Lymph Node","IL7R,CD74,HLA-DPA1,HLA-DPB1,CD79A,HLA-DRA,CD3E,EEF1A1P5,SCN1B,MS4A1","innate lymphoid cell","innate lymphoid cell","CL:0001065","innate lymphoid cell","B cells, Myeloid cells","B cell,myeloid cell","CL:0000236,CL:0000763","b cell,myeloid cell",0
"tabulasapiens_top10","Lymph Node","FOXP3,CTLA4,RTKN2,IKZF2,TIGIT,AC133644.2,ICA1,IL32,IL2RA,STAM","regulatory t cell","regulatory T cell","CL:0000815","t/nk cell","T regulatory cells","regulatory T cell","CL:0000815","t/nk cell",1
"tabulasapiens_top10","Lymph Node","MZB1,JCHAIN,IGHG1,PRDX4,XBP1,IGHG2,TXNDC5,SEC11C,DERL3,IGHG3","plasma cell","plasma cell","CL:0000786","b cell","Plasma cells","plasma cell","CL:0000786","b cell",1
"tabulasapiens_top10","Lymph Node","S100A8,G0S2,CSF3R,IL1R2,S100A12,FPR1,CXCL8,SERPINA1,FCGR3B,PLAUR","neutrophil","neutrophil","CL:0000775","granulocyte","Neutrophils","neutrophil","CL:0000775","granulocyte",1
"tabulasapiens_top10","Lymph Node","S100A8,S100A9,LYZ,VCAN,THBS1,CXCL8,PLAUR,AIF1,CST3,S100A12","classical monocyte","classical monocyte","CL:0000860","macrophage/monocyte","Myeloid cells","myeloid cell","CL:0000763","myeloid cell",0
"tabulasapiens_top10","Lymph Node","GNLY,FCER1G,KLRD1,NKG7,TYROBP,KLRB1,AREG,KLRF1,CTSW,XCL1","nk cell","natural killer cell","CL:0000623","t/nk cell","Natural Killer cells","natural killer cell","CL:0000623","t/nk cell",1
"tabulasapiens_top10","Lymph Node","APOE,APOC1,C1QB,C1QA,LYZ,GPNMB,TYROBP,CST3,C1QC,LGALS3","macrophage","macrophage","CL:0000235","macrophage/monocyte","Myeloid cells","myeloid cell","CL:0000763","myeloid cell",0
"tabulasapiens_top10","Lymph Node","IGFBP7,MGP,TIMP3,VWF,SPARCL1,TFPI,IGFBP4,MMRN1,CLU,CLDN5","endothelial cell","endothelial cell","CL:0000115","endothelial cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",1
"tabulasapiens_top10","Lymph Node","CPVL,LGALS2,FLT3,S100B,IDO1,CLEC7A,SHTN1,CLIC2,RASSF4,HCK","cd141-positive myeloid dendritic cell","CD141-positive myeloid dendritic cell","CL:0002394","dendritic cell","Dendritic cells, Myeloid cells","dendritic cell,myeloid cell","CL:0000451,CL:0000763","dendritic cell,myeloid cell",0.5
"tabulasapiens_top10","Lymph Node","CPVL,LGALS2,MRC1,EREG,CLEC7A,CLEC10A,SERPINA1,TNFAIP2,RAB32,FLT3","cd1c-positive myeloid dendritic cell","CD1c-positive myeloid dendritic cell","CL:0002399","dendritic cell","Dendritic cells, Myeloid cells","dendritic cell,myeloid cell","CL:0000451,CL:0000763","dendritic cell,myeloid cell",0.5
"tabulasapiens_top10","Lymph Node","S100A9,LYZ,S100A8,AIF1,THBS1,CST3,CD163,IL1B,TYROBP,VCAN","intermediate monocyte","intermediate monocyte","CL:0002393","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",0.5
"tabulasapiens_top10","Lymph Node","PRDM16,DPPA4,IL17RE,ADGRD1,SYT2,KCNK17,NYNRIN,SHD,LINGO4,NRXN2","hematopoietic stem cell","hematopoietic stem cell","CL:0000037","stem cell","Neurons","neuron","CL:0000540","neuron",0
"tabulasapiens_top10","Lymph Node","MAFB,FCGR3A,FCGR3B,LYVE1,PDK4,DAB2,TNFAIP2,C5AR1,SH3PXD2B,RASSF4","non-classical monocyte","non-classical monocyte","CL:0000875","macrophage/monocyte","Myeloid cells","myeloid cell","CL:0000763","myeloid cell",0
"tabulasapiens_top10","Lymph Node","TPSB2,TPSAB1,CPA3,CTSG,RHEX,IL1RL1,MS4A2,KIT,HPGDS,GATA2","mast cell","mast cell","CL:0000097","granulocyte","Mast cells","mast cell","CL:0000097","granulocyte",1
"tabulasapiens_top10","Lymph Node","SCT,FCER1A,CLEC4C,PTCRA,KCNK17,SHD,AL357143.1,CUX2,DRD4,COBL","plasmacytoid dendritic cell","plasmacytoid dendritic cell","CL:0000784","dendritic cell","Natural Killer cells, B cells","natural killer cell,B cell","CL:0000623,CL:0000236","t/nk cell,b cell",0.5
"tabulasapiens_top10","Lymph Node","APOD,DCN,MGP,CFD,GPX3,ADH1B,SPARCL1,C1S,SERPING1,C7","stromal cell","stromal cell","CL:0000499","stromal cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",0
"tabulasapiens_top10","Lymph Node","HBD,CA1,AHSP,HBM,ALAS2,SNCA,SLC4A1,GYPB,TRIM58,SELENBP1","erythrocyte","erythrocyte","CL:0000232","erythroid cell","Erythrocytes","erythrocyte","CL:0000232","erythroid cell",1
"tabulasapiens_top10","Lymph Node","LAMP3,CCL17,CCL22,LAD1,UBD,AOC1,EYA4,TNNT2,PRIMA1,NFE2L3P1","mature conventional dendritic cell","mature conventional dendritic cell","CL:0000841","dendritic cell","Dendritic cells","dendritic cell","CL:0000451","dendritic cell",0.5
"tabulasapiens_top10","Lymph Node","AL139020.1,IGHD,YBX3,MTND1P23,IGHM,AL450405.1,HLA-DQA1,RPL10P9,LINC00926,CD79A","naive b cell","naive B cell","CL:0000788","b cell","B cells","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top10","Lymph Node","MTND1P23,AL450405.1,RPL10P9,HLA-DQA1,MS4A1,HLA-DRA,TNFRSF13C,IRF8,CD79A,HLA-DPA1","memory b cell","memory B cell","CL:0000787","b cell","B cells","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top10","Lymph Node","AL450405.1,RPL10P9,MTND1P23,CCR7,TRAC,GIMAP7,CD3G,RPS26,IL32,PRKCQ-AS1","naive thymus-derived cd4-positive, alpha-beta t cell","naive thymus-derived CD4-positive, alpha-beta T cell","CL:0000895","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top10","Lymph Node","AL450405.1,MTND1P23,RPL10P9,TRAC,IL32,RPS26,GIMAP7,CD3G,LDHB,RPL9P9","cd4-positive, alpha-beta memory t cell","CD4-positive, alpha-beta memory T cell","CL:0000897","t/nk cell","T cells","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top10","Lymph Node","CCL5,GZMA,CCL3L1,GZMK,MTND1P23,CST7,NKG7,CCL4,CCL4L2,IL32","cd8-positive, alpha-beta memory t cell","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell","Cytotoxic T cells","cytotoxic T cell","CL:0000910","t/nk cell",0.5
"tabulasapiens_top10","Lymph Node","KLRC1,KLRF1,GNLY,CLIC3,XCL2,NCR1,KLRC2,NCAM1,KLRD1,XCL1","mature nk t cell","mature NK T cell","CL:0000814","t/nk cell","Natural Killer cells","natural killer cell","CL:0000623","t/nk cell",0.5
"tabulasapiens_top20","Lymph Node","MS4A1,HLA-DRA,CD79A,BANK1,HLA-DPB1,IRF8,HLA-DRB1,CD74,CD83,HLA-DPA1,LINC01781,RALGPS2,BLK,TNFRSF13C,MARCH1,ARHGAP24,MEF2C,VPREB3,SMIM14,SWAP70","b cell","B cell","CL:0000236","b cell","B Cell","B cell","CL:0000236","b cell",1
"tabulasapiens_top20","Lymph Node","CCL4,CCL5,CD8A,GZMK,GZMA,CST7,NKG7,KLRD1,CD8B,CTSW,DUSP2,CD3E,IL32,ID2,LYAR,HCST,CMC1,GZMM,PARP8,KLRG1","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell","CL:0000625","t/nk cell","Cytotoxic T Cell","cytotoxic T cell","CL:0000910","t/nk cell",0.5
"tabulasapiens_top20","Lymph Node","IL7R,CD3E,LEF1,RGCC,ITK,FYB1,IL6ST,RPS4Y1,CD3D,BCL11B,LEPROTL1,NDFIP1,CAMK4,ETS1,SARAF,SRGN,CYBA,TCF4,SWAP70,BLK","t cell","T cell","CL:0000084","t/nk cell","T Cell","T cell","CL:0000084","t/nk cell",1
"tabulasapiens_top20","Lymph Node","KLRB1,IL7R,CD3E,TNFAIP3,ID2,CD2,RORA,NFKBIA,FYN,IL32,ARL4C,FYB1,AAK1,PTGER4,SRGN,IL18R1,ETS1,ZFP36L2,MARCKS,RALGPS2","type i nk t cell","type I NK T cell","CL:0000921","t/nk cell","T Cell","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top20","Lymph Node","MAL,IL7R,CD4,CD3E,LEF1,FYB1,BCL11B,ITK,CD3D,IL6ST,RGCC,LEPROTL1,CD3G,TCF7,ARL4C,NDFIP1,INPP4B,PRKCQ-AS1,AAK1,CAMK4","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell","CL:0000624","t/nk cell","T Cell","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top20","Lymph Node","IL7R,CD74,HLA-DPA1,HLA-DPB1,CD79A,HLA-DRA,CD3E,EEF1A1P5,SCN1B,MS4A1,ID2,IRF8,BANK1,CD37,TNFAIP3,CD79B,IL1R1,HLA-DRB1,CYBA,TNFRSF13C","innate lymphoid cell","innate lymphoid cell","CL:0001065","innate lymphoid cell","B Cell","B cell","CL:0000236","b cell",0
"tabulasapiens_top20","Lymph Node","FOXP3,CTLA4,RTKN2,IKZF2,TIGIT,AC133644.2,ICA1,IL32,IL2RA,STAM,HACD1,TBC1D4,TNFRSF4,DUSP4,LEF1,SIRPG,CD3E,RGS1,LINC01943,SKAP1","regulatory t cell","regulatory T cell","CL:0000815","t/nk cell","Treg Cell","regulatory T cell","CL:0000815","t/nk cell",1
"tabulasapiens_top20","Lymph Node","MZB1,JCHAIN,IGHG1,PRDX4,XBP1,IGHG2,TXNDC5,SEC11C,DERL3,IGHG3,FKBP11,MYDGF,SDF2L1,HSP90B1,PDIA4,CD38,RRBP1,SSR3,ITM2C,HDLBP","plasma cell","plasma cell","CL:0000786","b cell","Plasma Cell","plasma cell","CL:0000786","b cell",1
"tabulasapiens_top20","Lymph Node","S100A8,G0S2,CSF3R,IL1R2,S100A12,FPR1,CXCL8,SERPINA1,FCGR3B,PLAUR,AQP9,FCGR2A,S100P,IL1B,CXCR2,VNN2,CLEC4E,IRAK3,SLC11A1,ALPL","neutrophil","neutrophil","CL:0000775","granulocyte","Neutrophil","neutrophil","CL:0000775","granulocyte",1
"tabulasapiens_top20","Lymph Node","S100A8,S100A9,LYZ,VCAN,THBS1,CXCL8,PLAUR,AIF1,CST3,S100A12,FCN1,IL1B,EREG,C5AR1,MNDA,TYROBP,IL1R2,FCER1G,CD163,NLRP3","classical monocyte","classical monocyte","CL:0000860","macrophage/monocyte","Monocyte","monocyte","CL:0000576","macrophage/monocyte",0.5
"tabulasapiens_top20","Lymph Node","GNLY,FCER1G,KLRD1,NKG7,TYROBP,KLRB1,AREG,KLRF1,CTSW,XCL1,PRF1,KLRC1,CLIC3,CEBPD,XCL2,GZMB,IL18,TMIGD2,SH2D1B,PTGDR","nk cell","natural killer cell","CL:0000623","t/nk cell","Natural Killer Cell","natural killer cell","CL:0000623","t/nk cell",1
"tabulasapiens_top20","Lymph Node","APOE,APOC1,C1QB,C1QA,LYZ,GPNMB,TYROBP,CST3,C1QC,LGALS3,ACP5,CD163,CTSB,SELENOP,CPM,FCER1G,CTSD,CHIT1,CFD,PLD3","macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophage","macrophage","CL:0000235","macrophage/monocyte",1
"tabulasapiens_top20","Lymph Node","IGFBP7,MGP,TIMP3,VWF,SPARCL1,TFPI,IGFBP4,MMRN1,CLU,CLDN5,GNG11,EGFL7,ADIRF,CAV1,HSPG2,NFIB,PTMS,NR2F2,ID1,SOX18","endothelial cell","endothelial cell","CL:0000115","endothelial cell","Endothelial Cell","endothelial cell","CL:0000115","endothelial cell",1
"tabulasapiens_top20","Lymph Node","CPVL,LGALS2,FLT3,S100B,IDO1,CLEC7A,SHTN1,CLIC2,RASSF4,HCK,BATF3,EBI3,RGS18,CD1E,CCL17,SERPINF1,CLEC9A,PPP1R14A,PRKAR2B,CD93","cd141-positive myeloid dendritic cell","CD141-positive myeloid dendritic cell","CL:0002394","dendritic cell","Dendritic Cell","dendritic cell","CL:0000451","dendritic cell",0.5
"tabulasapiens_top20","Lymph Node","CPVL,LGALS2,MRC1,EREG,CLEC7A,CLEC10A,SERPINA1,TNFAIP2,RAB32,FLT3,TGFBI,SHTN1,CSTA,CSF1R,HCK,CD93,RGS18,RASSF4,LILRB2,SLAMF8","cd1c-positive myeloid dendritic cell","CD1c-positive myeloid dendritic cell","CL:0002399","dendritic cell","Dendritic Cell","dendritic cell","CL:0000451","dendritic cell",0.5
"tabulasapiens_top20","Lymph Node","S100A9,LYZ,S100A8,AIF1,THBS1,CST3,CD163,IL1B,TYROBP,VCAN,C5AR1,FCN1,LST1,FCER1G,CEBPD,MS4A6A,FGL2,PLAUR,MAFB,EREG","intermediate monocyte","intermediate monocyte","CL:0002393","macrophage/monocyte","Monocyte","monocyte","CL:0000576","macrophage/monocyte",0.5
"tabulasapiens_top20","Lymph Node","PRDM16,DPPA4,IL17RE,ADGRD1,SYT2,KCNK17,NYNRIN,SHD,LINGO4,NRXN2,PRSS57,IDO2,AC125603.1,DEFA4,HOXA6,AC092868.1,ENHO,MLC1,RORC,ILDR2","hematopoietic stem cell","hematopoietic stem cell","CL:0000037","stem cell","Neuroendocrine Cell","neuroendocrine cell","CL:0000165","epithelial cell",0
"tabulasapiens_top20","Lymph Node","MAFB,FCGR3A,FCGR3B,LYVE1,PDK4,DAB2,TNFAIP2,C5AR1,SH3PXD2B,RASSF4,RBP7,CXCR2P1,FPR1,HK3,FCER1G,HCK,RN7SL368P,PTGS2,TNFAIP6,SHTN1","non-classical monocyte","non-classical monocyte","CL:0000875","macrophage/monocyte","Macrophage","macrophage","CL:0000235","macrophage/monocyte",0.5
"tabulasapiens_top20","Lymph Node","TPSB2,TPSAB1,CPA3,CTSG,RHEX,IL1RL1,MS4A2,KIT,HPGDS,GATA2,HPGD,VWA5A,CLU,SLC18A2,ADCYAP1,CD9,CMA1,LTC4S,NSMCE1-DT,PNMT","mast cell","mast cell","CL:0000097","granulocyte","Mast Cell","mast cell","CL:0000097","granulocyte",1
"tabulasapiens_top20","Lymph Node","SCT,FCER1A,CLEC4C,PTCRA,KCNK17,SHD,AL357143.1,CUX2,DRD4,COBL,LINC01225,KCNG2,AC092868.1,LINC01226,NR5A1,LINC01724,AC097375.1,SLC4A3,KCNK10,AC018634.1","plasmacytoid dendritic cell","plasmacytoid dendritic cell","CL:0000784","dendritic cell","Neuroendocrine Cell","neuroendocrine cell","CL:0000165","epithelial cell",0
"tabulasapiens_top20","Lymph Node","APOD,DCN,MGP,CFD,GPX3,ADH1B,SPARCL1,C1S,SERPING1,C7,IGFBP5,MGST1,TIMP3,COL6A2,C1R,IGFBP7,LUM,FBLN1,COL6A1,C3","stromal cell","stromal cell","CL:0000499","stromal cell","Adipocyte","fat cell","CL:0000136","fat cell",0.5
"tabulasapiens_top20","Lymph Node","HBD,CA1,AHSP,HBM,ALAS2,SNCA,SLC4A1,GYPB,TRIM58,SELENBP1,RHAG,PDZK1IP1,EPB42,HBQ1,KLF1,SPTA1,GYPA,MYL4,TSPO2,ABCC13","erythrocyte","erythrocyte","CL:0000232","erythroid cell","Erythrocyte","erythrocyte","CL:0000232","erythroid cell",1
"tabulasapiens_top20","Lymph Node","LAMP3,CCL17,CCL22,LAD1,UBD,AOC1,EYA4,TNNT2,PRIMA1,NFE2L3P1,IDO2,DSG2,NCCRP1,NOS1,RAMP1,NRXN2,COL13A1,TREML1,CCNA1,ITIH1","mature conventional dendritic cell","mature conventional dendritic cell","CL:0000841","dendritic cell","Adipocyte","fat cell","CL:0000136","fat cell",0
"tabulasapiens_top20","Lymph Node","AL139020.1,IGHD,YBX3,MTND1P23,IGHM,AL450405.1,HLA-DQA1,RPL10P9,LINC00926,CD79A,RNASE6,LINC02397,STAG3,HLA-DRA,IL4R,FCRL1,CD79B,HLA-DPA1,TNFRSF13C,RPS26","naive b cell","naive B cell","CL:0000788","b cell","B Cell","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top20","Lymph Node","MTND1P23,AL450405.1,RPL10P9,HLA-DQA1,MS4A1,HLA-DRA,TNFRSF13C,IRF8,CD79A,HLA-DPA1,BANK1,CD79B,RPS26,HLA-DPB1,ADAM28,BCL11A,RPL9P9,CD74,SCIMP,BLK","memory b cell","memory B cell","CL:0000787","b cell","B Cell","B cell","CL:0000236","b cell",0.5
"tabulasapiens_top20","Lymph Node","AL450405.1,RPL10P9,MTND1P23,CCR7,TRAC,GIMAP7,CD3G,RPS26,IL32,PRKCQ-AS1,LDHB,RPL9P9,PASK,BCL11B,RPS4Y1,CD74,HMGB1P5,CD3D,CYBA,MAL","naive thymus-derived cd4-positive, alpha-beta t cell","naive thymus-derived CD4-positive, alpha-beta T cell","CL:0000895","t/nk cell","T Cell","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top20","Lymph Node","AL450405.1,MTND1P23,RPL10P9,TRAC,IL32,RPS26,GIMAP7,CD3G,LDHB,RPL9P9,RPS4Y1,CD74,BCL11B,CD3D,HMGB1P5,PRKCQ-AS1,HLA-V,MT-ND4L,PASK,CD2","cd4-positive, alpha-beta memory t cell","CD4-positive, alpha-beta memory T cell","CL:0000897","t/nk cell","T Cell","T cell","CL:0000084","t/nk cell",0.5
"tabulasapiens_top20","Lymph Node","CCL5,GZMA,CCL3L1,GZMK,MTND1P23,CST7,NKG7,CCL4,CCL4L2,IL32,TRGC2,AL450405.1,CD8A,KLRG1,CD8B,DTHD1,CRTAM,AC243829.1,LYAR,RPL10P9","cd8-positive, alpha-beta memory t cell","CD8-positive, alpha-beta memory T cell","CL:0000909","t/nk cell","Cytotoxic T Cell","cytotoxic T cell","CL:0000910","t/nk cell",0.5
"tabulasapiens_top20","Lymph Node","KLRC1,KLRF1,GNLY,CLIC3,XCL2,NCR1,KLRC2,NCAM1,KLRD1,XCL1,TRDC,NKG7,CCNJL,SH2D1B,AC007278.1,PRF1,FCER1G,IL2RB,CTSW,TRGV9","mature nk t cell","mature NK T cell","CL:0000814","t/nk cell","Natural Killer Cell","natural killer cell","CL:0000623","t/nk cell",0.5
"tabulasapiens_top30","Lymph Node","MS4A1,HLA-DRA,CD79A,BANK1,HLA-DPB1,IRF8,HLA-DRB1,CD74,CD83,HLA-DPA1,LINC01781,RALGPS2,BLK,TNFRSF13C,MARCH1,ARHGAP24,MEF2C,VPREB3,SMIM14,SWAP70,ADAM28,NAPSB,HLA-DQB1,MARCKS,BCL11A,LY86,CD22,LY9,CD79B,CD24","b cell","B cell","CL:0000236","b cell","B cell","B cell","CL:0000236","b cell",1
